Store_Key,Store_Name,Channel,Store_Grade,Region_Key,Sub_Channel,Payment_Term,Latitude,Longitude
1441,Supermarket Stewart Evans and Hancock,Modern Trade,Class B,31,Wholesale,Cash,28.036174,32.955615
1442,Grocery Santos Cook and Stewart,Traditional Trade,Class A,11,Restaurant,Cash,29.261687,30.260214
1443,Market Graham-Campbell,Traditional Trade,Class B,2,Supermarket,Credit 30 Days,30.52035,29.115458
1444,Supermarket Anderson-Miller,Modern Trade,Class B,13,Restaurant,Cash,28.959308,29.179599
1445,Supermarket Grimes Ltd,Traditional Trade,Class B,14,Supermarket,Cash,30.192887,30.578617
1446,Market Farley Jones and Jones,Modern Trade,Class C,8,Supermarket,Credit 15 Days,28.949052,30.403957
1447,Market Allen PLC,Modern Trade,Class A,4,Mini Market,Credit 30 Days,29.075659,29.291924
1448,Supermarket Hudson Curtis and Martinez,HORECA,Class A,28,Supermarket,Credit 30 Days,30.011206,30.631373
1449,Hypermarket Butler Newton and Ward,Modern Trade,Class C,25,Kiosk,Credit 15 Days,30.033129,32.38476
1450,Grocery Brown Robinson and Wilson,HORECA,Class C,35,Supermarket,Credit 30 Days,28.288324,32.327103
1451,Market Thomas and Sons,HORECA,Class B,16,Wholesale,Credit 15 Days,30.259717,29.155138
1452,Supermarket Ward Cross and Hayes,Traditional Trade,Class B,16,Kiosk,Cash,29.610988,29.295928
1453,Supermarket Walker-Hubbard,Traditional Trade,Class A,27,Restaurant,Credit 30 Days,30.148972,29.697615
1454,Supermarket Rubio-Lewis,Traditional Trade,Class B,16,Supermarket,Credit 30 Days,27.211828,30.894093
1455,Hypermarket Gates LLC,Modern Trade,Class B,4,Supermarket,Credit 15 Days,29.490606,29.135425
1456,Hypermarket Allen Bryant and Mcdonald,HORECA,Class A,4,Kiosk,Credit 30 Days,30.352276,31.684616
1457,Hypermarket Macias PLC,HORECA,Class A,19,Restaurant,Credit 30 Days,27.001448,30.858877
1458,Hypermarket Meyer Nicholson and Harvey,Traditional Trade,Class C,11,Kiosk,Cash,28.056978,30.217656
1459,Hypermarket Garcia Hobbs and King,Modern Trade,Class A,23,Cafeteria,Cash,29.454488,32.633029
1460,Hypermarket Mclaughlin Group,HORECA,Class B,35,Kiosk,Credit 15 Days,29.812039,31.813052
1461,Grocery Diaz Lin and Brown,Modern Trade,Class A,34,Restaurant,Credit 30 Days,30.942251,30.643574
1462,Market Smith LLC,HORECA,Class B,21,Kiosk,Credit 30 Days,27.333233,30.579318
1463,Market Lester-Webster,HORECA,Class A,8,Supermarket,Credit 30 Days,30.616218,29.668475
1464,Supermarket Hernandez Ltd,Modern Trade,Class B,13,Mini Market,Cash,31.139491,29.946486
1465,Supermarket Gregory LLC,HORECA,Class C,16,Wholesale,Credit 15 Days,30.540491,32.904315
1466,Grocery Hanson-Duncan,Modern Trade,Class C,6,Restaurant,Credit 15 Days,27.082011,30.389496
1467,Market Berger Inc,Traditional Trade,Class C,9,Supermarket,Cash,28.84979,31.33001
1468,Grocery Jennings PLC,Modern Trade,Class B,9,Kiosk,Credit 30 Days,30.279259,31.680081
1469,Supermarket Edwards Jimenez and Lewis,Modern Trade,Class B,18,Kiosk,Credit 15 Days,30.952587,30.967002
1470,Market Bell Inc,Modern Trade,Class B,16,Restaurant,Credit 15 Days,30.87997,32.827942
1471,Market Brooks Inc,Traditional Trade,Class A,20,Wholesale,Credit 30 Days,27.910736,32.139364
1472,Grocery Walsh Cox and King,HORECA,Class B,30,Restaurant,Cash,29.512139,30.12232
1473,Market White Group,Modern Trade,Class A,5,Restaurant,Cash,28.386755,30.75416
1474,Supermarket Farmer-James,Traditional Trade,Class A,12,Supermarket,Credit 30 Days,28.107865,29.854569
1475,Grocery Johnson Woodward and Knight,Modern Trade,Class B,7,Restaurant,Cash,27.211714,32.566604
1476,Market Torres LLC,Modern Trade,Class C,29,Restaurant,Credit 30 Days,28.498305,29.81523
1477,Grocery Jenkins Martinez and Fowler,Traditional Trade,Class C,7,Kiosk,Credit 15 Days,29.536397,32.577923
1478,Market Ingram-Reese,HORECA,Class B,23,Mini Market,Cash,30.655243,31.617466
1479,Market Robles Murray and Stanley,HORECA,Class C,24,Restaurant,Credit 30 Days,29.558841,31.461788
1480,Market Dean Curtis and Thompson,Modern Trade,Class A,35,Mini Market,Cash,31.069129,30.991354
1481,Hypermarket Fields PLC,Modern Trade,Class B,28,Cafeteria,Cash,28.692269,30.365946
1482,Hypermarket Stevens Scott and Espinoza,HORECA,Class B,31,Restaurant,Cash,29.815663,29.662032
1483,Grocery Cooper Thompson and Mckee,Traditional Trade,Class C,26,Restaurant,Cash,30.349026,31.719537
1484,Hypermarket Lewis-Brown,Modern Trade,Class B,33,Kiosk,Credit 15 Days,27.732756,31.019486
1485,Grocery Swanson Nguyen and Ryan,HORECA,Class A,8,Kiosk,Credit 30 Days,30.352374,32.5977
1486,Market Torres Holden and Johnson,HORECA,Class C,21,Cafeteria,Cash,28.47746,31.992477
1487,Supermarket Garcia-Tucker,Traditional Trade,Class A,26,Kiosk,Credit 30 Days,31.498421,30.441957
1488,Hypermarket Keith-Hayes,Modern Trade,Class B,23,Restaurant,Cash,30.30471,31.9394
1489,Supermarket Welch-Kane,HORECA,Class A,12,Wholesale,Cash,30.213714,32.414701
1490,Hypermarket Sanders Parks and Lin,Traditional Trade,Class C,15,Wholesale,Credit 30 Days,31.251286,32.064099
1491,Market Medina-Cook,Traditional Trade,Class C,4,Kiosk,Credit 15 Days,27.54958,31.485997
1492,Market Whitehead LLC,Modern Trade,Class C,33,Restaurant,Credit 30 Days,28.025287,32.861721
1493,Hypermarket George LLC,Traditional Trade,Class A,6,Restaurant,Cash,27.92317,30.064923
1494,Grocery Obrien Ltd,Traditional Trade,Class B,1,Cafeteria,Credit 15 Days,28.498926,32.386692
1495,Grocery Sheppard-Clark,Modern Trade,Class C,30,Supermarket,Credit 30 Days,27.627095,31.698925
1496,Market Austin and Sons,Modern Trade,Class B,26,Mini Market,Credit 30 Days,30.770628,29.072301
1497,Hypermarket Williams Williams and Fuller,Traditional Trade,Class A,27,Restaurant,Credit 15 Days,31.205044,31.453898
1498,Hypermarket Hester Fuentes and Evans,Modern Trade,Class B,8,Wholesale,Credit 15 Days,28.285149,31.800986
1499,Grocery Johnson-Smith,Traditional Trade,Class A,13,Mini Market,Cash,28.590803,32.853718
1500,Grocery Meyers-Lucas,Modern Trade,Class B,7,Kiosk,Cash,29.002011,30.1495
1501,Market Brown Group,Modern Trade,Class B,6,Cafeteria,Cash,31.279264,30.712975
1502,Hypermarket Smith-Brown,Traditional Trade,Class C,16,Cafeteria,Credit 30 Days,27.893355,32.779378
1503,Supermarket David Group,HORECA,Class A,10,Kiosk,Credit 30 Days,27.406523,30.140482
1504,Grocery Douglas-Rogers,HORECA,Class B,29,Cafeteria,Credit 30 Days,30.970392,31.274715
1505,Supermarket Espinoza-Bates,Traditional Trade,Class C,20,Cafeteria,Credit 30 Days,27.109957,32.791652
1506,Market Lewis-Lee,Modern Trade,Class A,5,Wholesale,Cash,30.296153,29.543177
1507,Supermarket Rodriguez LLC,HORECA,Class B,28,Kiosk,Credit 15 Days,30.842201,31.958029
1508,Grocery Bush LLC,Traditional Trade,Class B,25,Cafeteria,Credit 30 Days,28.467331,31.01945
1509,Grocery Hendrix George and Reyes,Traditional Trade,Class B,16,Restaurant,Cash,27.886758,30.834461
1510,Hypermarket Barron and Sons,HORECA,Class B,35,Supermarket,Cash,29.752373,29.451227
1511,Hypermarket Williams PLC,Modern Trade,Class B,2,Mini Market,Credit 15 Days,30.936511,29.488557
1512,Supermarket Johnson and Sons,Modern Trade,Class B,33,Restaurant,Credit 30 Days,28.802318,31.346377
1513,Supermarket Meza-Williams,Modern Trade,Class A,35,Supermarket,Credit 30 Days,28.883732,31.634933
1514,Supermarket Maxwell-Sanchez,HORECA,Class C,11,Supermarket,Cash,28.272439,32.808046
1515,Market Logan-Hamilton,HORECA,Class C,26,Kiosk,Cash,30.910228,32.294462
1516,Market Madden-Reeves,HORECA,Class A,4,Supermarket,Credit 30 Days,27.047229,30.495576
1517,Hypermarket Gutierrez and Sons,HORECA,Class B,32,Mini Market,Credit 30 Days,30.334259,30.643872
1518,Hypermarket Lopez-Ward,Traditional Trade,Class A,22,Wholesale,Cash,30.437304,32.671604
1519,Grocery Grant PLC,Traditional Trade,Class A,16,Wholesale,Credit 15 Days,29.384984,32.037729
1520,Grocery Smith-Allen,Traditional Trade,Class A,5,Wholesale,Credit 30 Days,31.086604,30.640214
1521,Supermarket Robinson-Cummings,HORECA,Class A,1,Restaurant,Credit 15 Days,28.870523,30.62557
1522,Hypermarket Jackson Inc,Traditional Trade,Class A,15,Restaurant,Credit 15 Days,28.932837,31.635437
1523,Supermarket Pearson Group,Traditional Trade,Class C,14,Wholesale,Credit 30 Days,27.989511,31.586628
1524,Market Smith-Berry,Traditional Trade,Class A,12,Kiosk,Credit 30 Days,28.301704,32.269855
1525,Hypermarket Kelly Cox and Martinez,HORECA,Class B,22,Wholesale,Credit 15 Days,29.048399,31.485712
1526,Hypermarket Simon-Rasmussen,Modern Trade,Class C,12,Restaurant,Credit 30 Days,29.239692,32.096461
1527,Hypermarket Mccoy-Lopez,Traditional Trade,Class C,23,Mini Market,Credit 15 Days,30.789285,32.784644
1528,Hypermarket Jackson Parsons and Bell,Traditional Trade,Class C,21,Kiosk,Credit 15 Days,30.438978,29.583401
1529,Market Erickson Mitchell and Compton,Modern Trade,Class A,5,Kiosk,Cash,29.085877,29.156495
1530,Market Frazier Montgomery and Shaffer,HORECA,Class A,25,Kiosk,Credit 30 Days,30.151358,29.330407
1531,Grocery Fischer Bender and Foster,HORECA,Class A,17,Cafeteria,Credit 30 Days,27.27444,31.026481
1532,Grocery Blevins Hayden and Hull,HORECA,Class A,30,Restaurant,Credit 15 Days,27.352267,31.89469
1533,Market Schultz-Pitts,Traditional Trade,Class A,3,Restaurant,Credit 15 Days,29.857449,32.267051
1534,Grocery Dominguez-White,HORECA,Class A,26,Kiosk,Cash,30.126885,30.440036
1535,Supermarket Oconnell Salinas and Clark,Modern Trade,Class A,17,Restaurant,Cash,27.371785,30.476616
1536,Hypermarket Watson LLC,HORECA,Class C,23,Restaurant,Cash,30.748431,29.956828
1537,Market Jones-Stephenson,HORECA,Class C,20,Cafeteria,Credit 15 Days,30.149844,30.856514
1538,Market Moore LLC,Modern Trade,Class C,35,Supermarket,Cash,28.570874,31.061344
1539,Supermarket Miller-Walsh,HORECA,Class C,4,Wholesale,Cash,29.022078,32.201953
1540,Market Williams LLC,Traditional Trade,Class A,2,Kiosk,Credit 15 Days,30.352636,29.026642
1541,Supermarket Anderson Group,Traditional Trade,Class C,6,Supermarket,Cash,29.571938,31.618003
1542,Hypermarket Wells-Jones,Modern Trade,Class C,24,Supermarket,Credit 15 Days,30.933711,29.255927
1543,Grocery Thompson and Sons,Modern Trade,Class C,8,Restaurant,Cash,30.214581,31.477764
1544,Grocery Reyes-Turner,Modern Trade,Class C,30,Kiosk,Cash,29.473398,31.866183
1545,Supermarket Morris-Foster,Modern Trade,Class C,20,Kiosk,Cash,27.595013,29.907571
1546,Market Powers-Sanchez,HORECA,Class C,21,Cafeteria,Credit 30 Days,29.450162,32.26768
1547,Grocery Daniels Ramirez and Gomez,Modern Trade,Class A,32,Cafeteria,Cash,27.501298,32.154833
1548,Market Kim and Sons,Traditional Trade,Class C,1,Kiosk,Credit 30 Days,27.228064,30.629208
1549,Market Perez Allison and Gomez,Traditional Trade,Class C,19,Kiosk,Credit 30 Days,29.861978,32.384304
1550,Grocery Reeves Perez and Contreras,Modern Trade,Class B,21,Cafeteria,Cash,30.527718,32.323728
1551,Supermarket Morrow-Lopez,Modern Trade,Class B,6,Supermarket,Credit 30 Days,29.709568,30.430101
1552,Supermarket Monroe PLC,HORECA,Class C,8,Supermarket,Cash,29.960612,32.749214
1553,Market Ortiz Inc,Traditional Trade,Class B,31,Wholesale,Credit 30 Days,29.622506,30.02189
1554,Grocery Gutierrez-Woods,HORECA,Class C,31,Kiosk,Cash,29.701359,30.358399
1555,Grocery Richards-Hatfield,Traditional Trade,Class C,18,Supermarket,Credit 30 Days,29.259565,31.88652
1556,Market Rios PLC,HORECA,Class B,8,Kiosk,Credit 15 Days,29.398603,31.259126
1557,Hypermarket Gordon-Gomez,HORECA,Class B,24,Wholesale,Credit 30 Days,30.742571,29.70926
1558,Grocery Ross-Reyes,Traditional Trade,Class A,6,Supermarket,Cash,29.690264,31.764118
1559,Supermarket Burgess Hancock and Cordova,Traditional Trade,Class B,23,Kiosk,Credit 30 Days,29.21495,32.562206
1560,Hypermarket Graham-Boyd,HORECA,Class A,26,Mini Market,Credit 15 Days,29.345214,30.394527
1561,Hypermarket Wilkerson Hayden and Hernandez,Modern Trade,Class C,34,Restaurant,Credit 15 Days,30.747276,31.73891
1562,Market Leonard-Tran,Modern Trade,Class C,22,Cafeteria,Cash,29.451201,32.701789
1563,Hypermarket Peterson Ltd,HORECA,Class B,1,Restaurant,Credit 30 Days,28.754771,32.9713
1564,Market Cooley and Sons,Modern Trade,Class B,14,Restaurant,Credit 30 Days,30.444372,29.795148
1565,Grocery Robertson-Snyder,Modern Trade,Class B,12,Mini Market,Credit 15 Days,30.765927,31.539397
1566,Market Anderson Dalton and Ibarra,Modern Trade,Class C,22,Restaurant,Credit 30 Days,29.939232,31.755581
1567,Grocery Hall-Green,Modern Trade,Class C,26,Restaurant,Cash,27.646424,30.135732
1568,Market Cunningham Ltd,Traditional Trade,Class A,29,Mini Market,Credit 15 Days,30.029338,32.866797
1569,Grocery Bradshaw-Taylor,Modern Trade,Class C,7,Supermarket,Credit 15 Days,27.056201,29.681732
1570,Market Bailey-Johnson,Modern Trade,Class C,8,Kiosk,Cash,30.6486,32.281609
1571,Hypermarket Phillips Gilmore and Simon,Traditional Trade,Class A,30,Cafeteria,Credit 30 Days,28.418691,30.071003
1572,Supermarket Berry Group,Traditional Trade,Class C,15,Supermarket,Cash,29.393913,30.630153
1573,Market Jones Fischer and Mcdowell,Modern Trade,Class A,18,Cafeteria,Credit 15 Days,27.242273,29.360513
1574,Supermarket Bishop-Adams,Modern Trade,Class A,5,Restaurant,Credit 30 Days,30.920217,31.850057
1575,Hypermarket Buckley-Ray,Modern Trade,Class C,2,Cafeteria,Cash,29.418531,32.984093
1576,Hypermarket Church PLC,HORECA,Class B,27,Mini Market,Cash,30.586278,29.513948
1577,Market Reilly Davis and Hodges,Traditional Trade,Class B,10,Wholesale,Cash,30.29708,30.799219
1578,Grocery Smith-Meadows,HORECA,Class C,6,Mini Market,Credit 15 Days,28.442225,31.173709
1579,Market Harper-Sutton,Traditional Trade,Class B,29,Mini Market,Credit 30 Days,28.335892,30.795991
1580,Hypermarket Carter Webb and Fuller,Traditional Trade,Class B,17,Cafeteria,Credit 30 Days,29.796372,30.726949
1581,Grocery Moreno Perez and Montgomery,Modern Trade,Class A,30,Restaurant,Cash,27.968029,29.592399
1582,Grocery Hawkins Hill and Allen,Traditional Trade,Class C,14,Wholesale,Credit 15 Days,28.406224,31.264612
1583,Market West Ltd,Modern Trade,Class B,16,Restaurant,Credit 30 Days,28.006497,30.606962
1584,Grocery Stanley Dixon and Peters,Traditional Trade,Class C,34,Mini Market,Credit 15 Days,28.844553,32.145777
1585,Supermarket Hart Jacobson and Sullivan,HORECA,Class A,12,Supermarket,Credit 30 Days,28.309419,32.67668
1586,Market Gay Buchanan and Willis,Modern Trade,Class B,34,Mini Market,Cash,29.433537,30.97431
1587,Hypermarket Green PLC,Modern Trade,Class C,32,Wholesale,Cash,29.643035,32.427303
1588,Supermarket Howard Woodard and Robbins,Modern Trade,Class B,14,Supermarket,Credit 15 Days,27.593386,32.925176
1589,Hypermarket Moran Inc,Traditional Trade,Class B,15,Supermarket,Cash,28.501882,32.396604
1590,Grocery Evans-Lewis,Traditional Trade,Class C,13,Supermarket,Cash,28.347602,29.406428
1591,Grocery Lucas PLC,HORECA,Class B,19,Supermarket,Credit 30 Days,27.111635,31.064289
1592,Grocery Kelley-Avila,Modern Trade,Class C,29,Supermarket,Cash,27.6224,32.812678
1593,Grocery Barrett PLC,HORECA,Class C,12,Restaurant,Credit 15 Days,28.322073,29.223809
1594,Hypermarket Johnson-Powers,Traditional Trade,Class C,7,Cafeteria,Cash,27.301609,30.846629
1595,Market Carey Inc,Traditional Trade,Class B,1,Wholesale,Credit 15 Days,29.623791,32.921775
1596,Supermarket Wagner Hansen and Hill,HORECA,Class A,7,Cafeteria,Credit 15 Days,29.559304,30.659698
1597,Supermarket Howard-Reyes,Modern Trade,Class A,31,Restaurant,Credit 15 Days,31.392571,30.309789
1598,Hypermarket Bailey-Mann,HORECA,Class B,25,Restaurant,Credit 15 Days,28.181818,29.206769
1599,Market Mercado-Durham,HORECA,Class C,27,Restaurant,Credit 15 Days,28.340079,31.946776
1600,Hypermarket Miranda and Sons,Modern Trade,Class B,13,Restaurant,Credit 15 Days,31.428064,29.452127
1601,Hypermarket Mcdaniel-Dixon,HORECA,Class B,29,Cafeteria,Credit 30 Days,28.901307,30.901347
1602,Hypermarket Smith-Reynolds,HORECA,Class A,24,Restaurant,Credit 30 Days,28.241346,30.94563
1603,Market Smith PLC,Modern Trade,Class B,31,Wholesale,Credit 30 Days,27.992211,29.001135
1604,Hypermarket Howard Ltd,HORECA,Class B,4,Supermarket,Credit 15 Days,27.628706,30.49022
1605,Grocery Glass Dillon and Gallagher,Modern Trade,Class C,21,Supermarket,Cash,28.910047,29.127557
1606,Grocery Edwards-Kelley,HORECA,Class B,28,Supermarket,Credit 30 Days,29.921462,30.406088
1607,Supermarket Harris PLC,Modern Trade,Class C,35,Kiosk,Credit 30 Days,28.71897,31.094772
1608,Grocery Morris Ltd,Traditional Trade,Class A,30,Cafeteria,Cash,27.220188,30.175855
1609,Hypermarket Robles Blake and Santos,Modern Trade,Class B,16,Supermarket,Cash,29.189332,32.266783
1610,Market Johnson Group,Modern Trade,Class B,3,Kiosk,Credit 15 Days,28.632958,30.195369
1611,Hypermarket Hess Scott and Wade,Traditional Trade,Class C,6,Kiosk,Credit 15 Days,27.443547,29.765377
1612,Hypermarket Murphy Ortega and Navarro,Traditional Trade,Class C,31,Kiosk,Credit 15 Days,29.560614,30.415146
1613,Grocery Golden Holmes and Lee,HORECA,Class B,23,Supermarket,Credit 30 Days,28.622021,29.569991
1614,Hypermarket Howell Ltd,Modern Trade,Class A,8,Restaurant,Credit 15 Days,29.371458,32.950196
1615,Hypermarket Chung Inc,Modern Trade,Class B,9,Mini Market,Credit 15 Days,30.261333,30.672442
1616,Hypermarket Banks Davis and Lewis,HORECA,Class C,25,Supermarket,Cash,30.275117,30.059526
1617,Supermarket Gates-Rivera,HORECA,Class C,14,Supermarket,Cash,29.125512,30.984529
1618,Grocery Guerrero LLC,Traditional Trade,Class A,8,Supermarket,Credit 30 Days,30.941079,31.473361
1619,Hypermarket Adams Harris and Walton,Traditional Trade,Class C,20,Wholesale,Credit 15 Days,28.700096,31.274425
1620,Grocery Manning Kaiser and Padilla,Modern Trade,Class B,14,Wholesale,Credit 15 Days,28.669692,31.822948
1621,Hypermarket Butler Ltd,Traditional Trade,Class C,35,Kiosk,Credit 30 Days,28.895632,32.490493
1622,Supermarket Garcia Pace and George,Traditional Trade,Class C,27,Restaurant,Cash,30.749618,29.080507
1623,Market Osborne Stanley and Cruz,Modern Trade,Class C,13,Mini Market,Credit 30 Days,27.630968,30.818606
1624,Supermarket Perez LLC,HORECA,Class B,21,Restaurant,Credit 15 Days,28.488771,31.237394
1625,Supermarket Anthony Inc,Traditional Trade,Class B,33,Wholesale,Cash,30.734265,31.029217
1626,Grocery Hunter Group,HORECA,Class A,9,Wholesale,Credit 30 Days,29.479429,32.93224
1627,Grocery Mcmahon Yang and Sanders,HORECA,Class C,34,Mini Market,Credit 30 Days,30.192156,32.521728
1628,Market Reeves Shea and Williams,Modern Trade,Class A,14,Restaurant,Cash,30.768039,29.390015
1629,Hypermarket Ellis Lopez and Nelson,Traditional Trade,Class B,16,Wholesale,Credit 30 Days,30.813911,31.635549
1630,Market Garza LLC,HORECA,Class C,12,Supermarket,Credit 15 Days,30.30017,30.044155
1631,Hypermarket Robinson-Arnold,Traditional Trade,Class B,15,Mini Market,Credit 30 Days,28.782936,30.259077
1632,Supermarket Frost-Trevino,Traditional Trade,Class B,30,Wholesale,Credit 15 Days,27.572839,30.089875
1633,Hypermarket Wall PLC,Traditional Trade,Class B,5,Restaurant,Credit 15 Days,30.869187,29.825915
1634,Hypermarket Grant-Mitchell,Traditional Trade,Class B,10,Kiosk,Cash,28.98746,32.904165
1635,Grocery Schmidt Fischer and Lewis,HORECA,Class C,30,Wholesale,Credit 30 Days,30.86429,31.600536
1636,Supermarket Johnson-Neal,HORECA,Class B,24,Cafeteria,Credit 30 Days,30.147806,30.550377
1637,Grocery White-Weaver,HORECA,Class A,6,Restaurant,Credit 15 Days,29.514759,29.513139
1638,Supermarket Tucker-Green,Modern Trade,Class C,7,Wholesale,Cash,28.524607,29.913465
1639,Hypermarket Fletcher Stone and Hawkins,HORECA,Class C,8,Restaurant,Credit 30 Days,30.283422,31.686283
1640,Supermarket Martinez-Duarte,Traditional Trade,Class C,7,Cafeteria,Cash,27.38233,29.194355
